,RECORD_TYPE,DATA_SOURCE,RECORD_ID,Loan_Range,BUSINESS_NAME_ORG,BUSINESS_ADDR_LINE1,BUSINESS_ADDR_CITY,BUSINESS_ADDR_STATE,BUSINESS_ADDR_POSTAL_CODE,NAICS_Code,Business_Type,OwnedByRaceEthnicity,OwnedBy,OwnedByVeteran,NonProfit,JobsReported,DateApproved,Lender,CD
432,ORGANIZATION,PPP_LOANS,7852,c $1-2 million,"UNION ERECTOR, LLC",6625 W Gary Ave,LAS VEGAS,NV,89139,238120.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,83.0,04/06/2020,GenuBank,NV-03
3001,ORGANIZATION,PPP_LOANS,15617,"e $150,000-350,000","RUN RESTAURANTS, LLC","2850 S JONES BLVD, STE 2",LAS VEGAS,NV,89146,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,14.0,04/28/2020,Western Alliance Bank,NV-01
2525,ORGANIZATION,PPP_LOANS,12923,"e $150,000-350,000","LOGISTICAL SOLUTIONS, LLC",4780 W ANN RD #5-237,NORTH LAS VEGAS,NV,89031,562910.0,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,16.0,04/09/2020,Western Alliance Bank,NV-04
3046,ORGANIZATION,PPP_LOANS,15673,"e $150,000-350,000",SEAN D PALACIOS M D PLLC,3692 SUNSET RD E,LAS VEGAS,NV,89120,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23.0,04/14/2020,"U.S. Bank, National Association",NV-03
1073,ORGANIZATION,PPP_LOANS,9620,"d $350,000-1 million",MYSON RULES LLC,8593 Verde Park Circle,Las Vegas,NV,89129,541613.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42.0,05/15/2020,Customers Bank,NV-04
829,ORGANIZATION,PPP_LOANS,8868,"d $350,000-1 million","GREENMAN, GOLDBERG, RABY & MARTINEZ PROFESSIONAL CORPORATION",2770 S Maryland Pkwy Ste 100,LAS VEGAS,NV,89109,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,53.0,04/16/2020,"Zions Bank, A Division of",NV-01
2662,ORGANIZATION,PPP_LOANS,13127,"e $150,000-350,000",NABEE INC,3355 Spring Mountain Road 60,Las Vegas,NV,89102,423990.0,Corporation,Unanswered,Unanswered,Unanswered,,12.0,05/28/2020,Cross River Bank,NV-01
2092,ORGANIZATION,PPP_LOANS,11973,"e $150,000-350,000",FIDELIS HEALTH GROUP LLC,"5275 Arville Street, Suite 156 0.0",Las Vegas,NV,89118,446110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/30/2020,"JPMorgan Chase Bank, National Association",NV-03
2871,ORGANIZATION,PPP_LOANS,15417,"e $150,000-350,000",PRIDE COMMUNICATIONS INC,639 E Brooks Ave. Unit 206/207,North Las Vegas,NV,89030,238210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,35.0,05/03/2020,"Zions Bank, A Division of",NV-01
1861,ORGANIZATION,PPP_LOANS,11529,"e $150,000-350,000",COMMUNITY HOME HEALTH CARE LLC,3161 E WARM SPRINGS RD Ste 400,LAS VEGAS,NV,89120,621610.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,51.0,04/16/2020,First Savings Bank,NV-03
32,ORGANIZATION,PPP_LOANS,7163,"e $150,000-350,000","VICTORY MARTIAL ARTS OF VEGAS, INC.",4418 Edgewater Drive,Orlando,FL,32804,611620.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,47.0,05/08/2020,Winter Park National Bank,FL-10
162,ORGANIZATION,PPP_LOANS,7489,b $2-5 million,RESORTCOM INTERNATIONAL LLC,6850 BERMUDA ROAD,LAS VEGAS,NV,89119,561110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,241.0,04/16/2020,"Citibank, N.A.",NV-01
794,ORGANIZATION,PPP_LOANS,8740,"d $350,000-1 million","FREEMAN'S CARPET SERVICE, INC.",3150 PONDEROSA WAY,LAS VEGAS,NV,89118,561740.0,Corporation,White,Male Owned,Unanswered,,70.0,04/09/2020,First Savings Bank,NV-03
1647,ORGANIZATION,PPP_LOANS,11165,"e $150,000-350,000",AUDIO VISUAL ADVISORS,3655 E. Patrick Ln. Suite  #1200,LAS VEGAS,NV,89120,532490.0,Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/14/2020,"Zions Bank, A Division of",NV-03
527,ORGANIZATION,PPP_LOANS,8105,"d $350,000-1 million",APPLICATIONS INTERNATIONAL CORPORATION,8337 West Sunset Road Suite 200,LAS VEGAS,NV,89113,541511.0,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,45.0,05/02/2020,"JPMorgan Chase Bank, National Association",NV-03
999,ORGANIZATION,PPP_LOANS,9520,"d $350,000-1 million","LEWIS & LOVETT, LTD.",1111 SHADOW LN,LAS VEGAS,NV,89102,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,46.0,04/27/2020,Western Alliance Bank,NV-01
2162,ORGANIZATION,PPP_LOANS,12112,"e $150,000-350,000",GLADE WILGAR &AMP; SONS GLASS CO LLC,3355 N PIONEER WAY,LAS VEGAS,NV,89129,238150.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,05/03/2020,"Bank of America, National Association",NV-04
2712,ORGANIZATION,PPP_LOANS,13382,"e $150,000-350,000","NEW AGE SMILE, LLC",6420 Medical Center St,Las Vegas,NV,89148,621210.0,Corporation,Unanswered,Male Owned,Non-Veteran,,14.0,04/27/2020,Legacy Bank,NV-03
549,ORGANIZATION,PPP_LOANS,8128,"d $350,000-1 million",BARTECH SYSTEMS INTERNATIONAL INC,6000 S EASTERN AVE STE 12 A-D,LAS VEGAS,NV,89119,442110.0,Corporation,Unanswered,Unanswered,Unanswered,,27.0,05/03/2020,"Bank of America, National Association",NV-01
2620,ORGANIZATION,PPP_LOANS,13059,"e $150,000-350,000",MIRACLE FLIGHTS,5740 S Eastern Ave Ste 240,LAS VEGAS,NV,89119,813410.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11.0,04/29/2020,Western Alliance Bank,NV-01
1200,ORGANIZATION,PPP_LOANS,10142,"d $350,000-1 million","R.D. PRABHU - LATA K. SHETE, M.D.'S LTD",5701 W CHARLESTON BLVD STE 207,LAS VEGAS,NV,89146,621111.0,Corporation,Unanswered,Male Owned,Non-Veteran,,102.0,04/11/2020,City National Bank,NV-01
798,ORGANIZATION,PPP_LOANS,8744,"d $350,000-1 million","FRONTIER STONE WORKS, LLC","Frontier Stone Works, LLC",LAS VEGAS,NV,89120,238140.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31.0,04/09/2020,"Zions Bank, A Division of",NV-03
1071,ORGANIZATION,PPP_LOANS,9618,"d $350,000-1 million",MYCHAJLONKA PROFESSIONAL CORP,5051 W Craig Rd,LAS VEGAS,NV,89130,541940.0,Corporation,Unanswered,Unanswered,Unanswered,,59.0,04/14/2020,Western Alliance Bank,NV-04
3233,ORGANIZATION,PPP_LOANS,16111,"e $150,000-350,000",TEMD INC,3311 S Rainbow Blvd STE 112,LAS VEGAS,NV,89146,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,Cache Valley Bank,NV-01
2506,ORGANIZATION,PPP_LOANS,12892,"e $150,000-350,000","LIFESTYLE24 TECHNOLOGIES, INC.",2877 Paradise Rd 702,LAS VEGAS,NV,89109,511210.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,"Citibank, N.A.",NV-01
221,ORGANIZATION,PPP_LOANS,7600,c $1-2 million,BRENDEN THEATRE CORPORATION,4321 West Flamingo Road,LAS VEGAS,NV,89103,512131.0,Corporation,Unanswered,Male Owned,Non-Veteran,,305.0,04/09/2020,"Zions Bank, A Division of",NV-01
997,ORGANIZATION,PPP_LOANS,9518,"d $350,000-1 million","LEACH KERN GRUCHOW ANDERSON SONG, LTD",2525 Box Canyon Drive,LAS VEGAS,NV,89128,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44.0,04/10/2020,Western Alliance Bank,NV-01
2447,ORGANIZATION,PPP_LOANS,12753,"e $150,000-350,000","LANDSCAPE SPECIALTIES, INC.",1611 W. Brooks Ave,NORTH LAS VEGAS,NV,89030,561730.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,45.0,04/13/2020,First Savings Bank,NV-01
270,ORGANIZATION,PPP_LOANS,7682,c $1-2 million,FS AUTOMOTIVE LLC,7949 Azure Dr,LAS VEGAS,NV,89130,441110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,94.0,04/09/2020,Toyota Financial Savings Bank,NV-04
721,ORGANIZATION,PPP_LOANS,8357,"d $350,000-1 million","DTZIP, LLC",425 FREMONT ST STE 250,LAS VEGAS,NV,89101,713990.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,2.0,04/14/2020,Western Alliance Bank,NV-01
3450,ORGANIZATION,PPP_LOANS,16637,"e $150,000-350,000",YACK CONSTRUCTION INC,4280 N PECOS RD,Las Vegas,NV,89115,236220.0,Corporation,Unanswered,Male Owned,Non-Veteran,,28.0,04/28/2020,"Zions Bank, A Division of",NV-01
3482,ORGANIZATION,PPP_LOANS,16683,"d $350,000-1 million","MCC RESORT LAS VEGAS, LLC F/K/A/ HOLLYWOOD BAR II LLC","611 Commerce Street, Suite 2911",Nashville,TN,37203,561110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,TN-05
2129,ORGANIZATION,PPP_LOANS,12057,"e $150,000-350,000",FUTURO ACADEMY INCORPORATED,980 N. LAMB BLVD,LAS VEGAS,NV,89110,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,23.0,04/28/2020,Western Alliance Bank,NV-01
3091,ORGANIZATION,PPP_LOANS,15750,"e $150,000-350,000","SIMPLY CONNECTED, INC.",4060 W HACIENDA AVE STE 130,LAS VEGAS,NV,89118,238210.0,Corporation,Unanswered,Male Owned,Non-Veteran,,17.0,05/03/2020,"Bank of America, National Association",NV-03
2274,ORGANIZATION,PPP_LOANS,12377,"e $150,000-350,000",HOUDINI'S MAGIC SHOP,6455 Dean Martin Dr,Las Vegas,NV,89118,453998.0,Corporation,Unanswered,Male Owned,Non-Veteran,,34.0,04/30/2020,Customers Bank,NV-03
3228,ORGANIZATION,PPP_LOANS,16106,"e $150,000-350,000",TCI EVENT RENTALS INC,3290 S HIGHLAND DR,LAS VEGAS,NV,89120,532420.0,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,07/20/2020,"Wells Fargo Bank, National Association",NV-03
208,ORGANIZATION,PPP_LOANS,7580,c $1-2 million,ASOT ENTERPRISES LLLP,3321 N BUFFALO DR SUITE 200,LAS VEGAS,NV,89129,561499.0,,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-04
3422,ORGANIZATION,PPP_LOANS,16533,"e $150,000-350,000",WILLIAM N BAALBAKY DDS A PROFESSIONAL CO,7835 S RAINBOW BLVD STE 28,LAS VEGAS,NV,89139,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,15.0,05/03/2020,"Bank of America, National Association",NV-03
805,ORGANIZATION,PPP_LOANS,8801,"d $350,000-1 million",GENERATIONS MILLWORK LLC,5335 WYNN RD,LAS VEGAS,NV,89118,423310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30.0,05/03/2020,"Bank of America, National Association",NV-03
1196,ORGANIZATION,PPP_LOANS,10137,"d $350,000-1 million","R & M REALTY, INC.",8190 W SAHARA AVE Suite 200,LAS VEGAS,NV,89117,531210.0,Corporation,Unanswered,Unanswered,Unanswered,,45.0,04/07/2020,First Security Bank of Nevada,NV-03
929,ORGANIZATION,PPP_LOANS,9378,"d $350,000-1 million","JOBS FOR NEVADA'S GRADUATES, INC.",4045 S. Buffalo Dr.  Ste. A101128,Las Vegas,NV,89147,611710.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,75.0,05/06/2020,"Zions Bank, A Division of",NV-03
1951,ORGANIZATION,PPP_LOANS,11795,"e $150,000-350,000","DESIGNCELL, LLC",1725 VILLAGE CENTER CIRCLE #110,LAS VEGAS,NV,89134,541310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/05/2020,Meadows Bank,NV-04
1091,ORGANIZATION,PPP_LOANS,9769,"d $350,000-1 million","NEVADA INJURY ATTORNEYS, INC.",8918 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,541110.0,Corporation,White,Male Owned,Unanswered,,53.0,04/11/2020,City National Bank,NV-03
2906,ORGANIZATION,PPP_LOANS,15465,"e $150,000-350,000","QUICKER LIQUOR, LLC",7582 LAS BLVD S,LAS VEGAS,NV,89123,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44.0,05/04/2020,"U.S. Bank, National Association",NV-03
2956,ORGANIZATION,PPP_LOANS,15552,"e $150,000-350,000","RICH, WIGHTMAN AND CO, CPA, LLC",1302 S. Jones Blvd.,LAS VEGAS,NV,89146,541211.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,04/15/2020,Western Alliance Bank,NV-01
1220,ORGANIZATION,PPP_LOANS,10238,"d $350,000-1 million",REZA ATHARI & ASSOCIATES PLLC,3365 PEPPER LN STE 102,LAS VEGAS,NV,89120,541110.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,37.0,04/16/2020,"Bank of America, National Association",NV-03
2713,ORGANIZATION,PPP_LOANS,13387,"e $150,000-350,000",NEW BEGINNINGS COUNSELING CENTERS,3675 Pecos-McLeod Interconnect,Las Vegas,NV,89121,621111.0,Subchapter S Corporation,Black or African American,Female Owned,Veteran,,42.0,05/26/2020,Cross River Bank,NV-01
990,ORGANIZATION,PPP_LOANS,9496,"d $350,000-1 million","LAS VEGAS VETERINARY REFERRAL CENTER, LLC DBA LAS VEGAS VETE","8650 W. Tropicana Ave., Suite B-107",LAS VEGAS,NV,89147,541940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43.0,04/15/2020,Western Alliance Bank,NV-03
2164,ORGANIZATION,PPP_LOANS,12114,"e $150,000-350,000","GLM CABINETS, INC.",5325 VALLEY BLVD S,LAS VEGAS,NV,89118,337110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,05/03/2020,"U.S. Bank, National Association",NV-03
44,ORGANIZATION,PPP_LOANS,7179,"d $350,000-1 million","HAYS PLUMBING AND HEATING, INC.",600 RAILROAD AVE,LAS VEGAS,NM,87701,238220.0,Corporation,White,Male Owned,Non-Veteran,,36.0,04/05/2020,Community 1st Bank Las Vegas,NM-03
2424,ORGANIZATION,PPP_LOANS,12696,"e $150,000-350,000","KODI BEAR CONCEPTS, INC.",6250 RIO VISTA ST,LAS VEGAS,NV,89130,722511.0,Corporation,White,Male Owned,Non-Veteran,,30.0,04/06/2020,Celtic Bank Corporation,NV-04
2330,ORGANIZATION,PPP_LOANS,12470,"e $150,000-350,000","ISI - MARITIME/ISLANDS, LTD.",7250 Peak Drive Suite 210,Las Vegas,NV,89128,711190.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,05/03/2020,"Zions Bank, A Division of",NV-01
1174,ORGANIZATION,PPP_LOANS,10103,"d $350,000-1 million",PREVENTIVE PEST CONTROL LAS VEGAS LLC,3566 S Polaris Ave #3,LAS VEGAS,NV,89103,561710.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43.0,04/15/2020,"Zions Bank, A Division of",NV-01
325,ORGANIZATION,PPP_LOANS,7741,c $1-2 million,MARQUIS AURBACH COFFING PC,10001 Park Run Dr.,LAS VEGAS,NV,89145,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,61.0,04/14/2020,"Zions Bank, A Division of",NV-01
358,ORGANIZATION,PPP_LOANS,7776,c $1-2 million,ONE STOP 4 FLOORING LLC,6150 WEST FLAMINGO ROAD 0.0,LAS VEGAS,NV,89103,238330.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,200.0,04/08/2020,"JPMorgan Chase Bank, National Association",NV-01
1444,ORGANIZATION,PPP_LOANS,10611,"d $350,000-1 million",WEST LAS VEGAS SURGERY CENTER LLC,1330 S VALLEY VIEW BLVD,LAS VEGAS,NV,89102,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,100.0,05/03/2020,"Bank of America, National Association",NV-01
3118,ORGANIZATION,PPP_LOANS,15787,"e $150,000-350,000","SOURCE 4 INDUSTRIES, INC",4436 LAWRENCE ST SUITE A/B,NORTH LAS VEGAS,NV,89081,444190.0,Corporation,White,Male Owned,Non-Veteran,,23.0,04/14/2020,Valley Bank of Nevada,NV-04
420,ORGANIZATION,PPP_LOANS,7840,c $1-2 million,"THOMAS ENTERPRISES MANAGEMENT, INC.",4475 W WAGON TRAIL AVE,LAS VEGAS,NV,89118,722513.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,402.0,04/10/2020,Meadows Bank,NV-03
3314,ORGANIZATION,PPP_LOANS,16328,"e $150,000-350,000","TUHAYE PEAK, INC",4755 Clay Peak dr,LAS VEGAS,NV,89129,722513.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,48.0,04/05/2020,Lexicon Bank,NV-04
1402,ORGANIZATION,PPP_LOANS,10496,"d $350,000-1 million","TRINITY RESORT SERVICES, LLC",7115 Amigo Street Suite 100,Las Vegas,NV,89119,561110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34.0,04/27/2020,"Citibank, N.A.",NV-01
594,ORGANIZATION,PPP_LOANS,8184,"d $350,000-1 million","CALIDA RESIDENTIAL, LLC",10777 W Twain Ave. Suite 115,Las Vegas,NV,89135,531390.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,39.0,04/10/2020,Axos Bank,NV-03
3234,ORGANIZATION,PPP_LOANS,16112,"e $150,000-350,000",TEN SAINTS SPE LLC,9115 W. RUSSELL RD STE 210,LAS VEGAS,NV,89148,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31.0,04/14/2020,Glacier Bank,NV-03
1052,ORGANIZATION,PPP_LOANS,9593,"d $350,000-1 million",METROPOLITAN AIRWAYS INC,889 SOUTH RAINBOW BLVD #548,LAS VEGAS,NV,89145,481111.0,Corporation,Black or African American,Unanswered,Unanswered,,5.0,05/05/2020,"Harvest Small Business Finance, LLC",NV-01
1877,ORGANIZATION,PPP_LOANS,11548,"e $150,000-350,000",COPPER CREEK CONSTRUCTION INC.,5980 Topaz St,Las Vegas,NV,89120,236118.0,Corporation,Unanswered,Unanswered,Unanswered,,32.0,05/03/2020,"Zions Bank, A Division of",NV-03
2438,ORGANIZATION,PPP_LOANS,12743,"e $150,000-350,000","L&R ZAV, LLC",344 E DESERT INN RD,LAS VEGAS,NV,89109,522294.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,Farmers & Merchants Bank of Long Beach,NV-01
752,ORGANIZATION,PPP_LOANS,8395,"d $350,000-1 million","ENERGY MECHANICAL INSULATION, INC.",4005 W. DEWEY DR,LAS VEGAS,NV,89118,238290.0,Corporation,White,Female Owned,Non-Veteran,,39.0,04/04/2020,GenuBank,NV-03
1226,ORGANIZATION,PPP_LOANS,10244,"d $350,000-1 million","ROOSTER PHILIBEN, INC.",10151 PARK RUN DR,LAS VEGAS,NV,89145,531311.0,Subchapter S Corporation,White,Female Owned,Non-Veteran,,22.0,04/08/2020,City National Bank,NV-01
712,ORGANIZATION,PPP_LOANS,8346,"d $350,000-1 million","DOUBLE DOGS, INC.",4547 N Rancho Dr Ste A,LAS VEGAS,NV,89130,551114.0,Corporation,White,Female Owned,Non-Veteran,,89.0,04/09/2020,"Zions Bank, A Division of",NV-04
3408,ORGANIZATION,PPP_LOANS,16501,"e $150,000-350,000","WELL CARE SERVICES RENO, LLC",3212 W CHARLESTON BLVD,LAS VEGAS,NV,89102,621420.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,46.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
1905,ORGANIZATION,PPP_LOANS,11699,"e $150,000-350,000",CUSTOM HEARTH DISTRIBUTORS,2255 CRESTLINE LOOP,NORTH LAS VEGAS,NV,89030,238990.0,Corporation,White,Male Owned,Non-Veteran,,35.0,04/10/2020,Western Alliance Bank,NV-01
22,ORGANIZATION,PPP_LOANS,7151,"e $150,000-350,000","COLORADO INDUSTRIAL RECYCLING, INC.",2730 E Las Vegas,COLORADO SPRINGS,CO,80906,423930.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,35.0,04/14/2020,"Zions Bank, A Division of",CO-05
705,ORGANIZATION,PPP_LOANS,8336,"d $350,000-1 million",DIVINE FEMININE MASTERPIECE LLC,500 N. Rainbow Blvd Ste. 300 A,Las Vegas,NV,89107,624310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33.0,05/27/2020,Fountainhead SBF LLC,NV-01
1426,ORGANIZATION,PPP_LOANS,10593,"d $350,000-1 million",VICTORY HILL ENTERTAINMENT GROUP LLC,711 PILOT RD,LAS VEGAS,NV,89119,531120.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,84.0,04/27/2020,People's Bank of Seneca,NV-01
1805,ORGANIZATION,PPP_LOANS,11443,"e $150,000-350,000",CASH CLOUD INC.,9580 W SARAHA AVE,LAS VEGAS,NV,89117,523130.0,Corporation,Unanswered,Unanswered,Unanswered,,61.0,04/08/2020,The Commercial Bank,NV-03
1356,ORGANIZATION,PPP_LOANS,10441,"d $350,000-1 million",THE CHURCH AT SOUTH LAS VEGAS,3051 HORIZON RIDGE PARKWAY,HENDERSON,NV,89052,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,41.0,04/28/2020,Western Alliance Bank,NV-03
43,ORGANIZATION,PPP_LOANS,7178,"d $350,000-1 million","H.S.S., INC.",96 B OLD LAS VEGAS HWY,SANTA FE,NM,87505,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,63.0,04/08/2020,Enterprise Bank & Trust,NM-03
1743,ORGANIZATION,PPP_LOANS,11347,"e $150,000-350,000","BOTTIGLIA, LLC",6445 s tenaya way suite 150,LAS VEGAS,NV,89113,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45.0,04/08/2020,City National Bank of Florida,NV-03
266,ORGANIZATION,PPP_LOANS,7678,c $1-2 million,FORMAN AUTOMOTIVE INC.,3025 E Sahara Ave,LAS VEGAS,NV,89104,441110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,175.0,04/05/2020,West Valley National Bank,NV-01
2736,ORGANIZATION,PPP_LOANS,13422,"e $150,000-350,000",NORTHSHORE ENTERTAINMENT GROUP LLC. A NEVADA LIMITED LIABILI,7674 W LAKE MEAD BLVD STE 245,LAS VEGAS,NV,89128,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,47.0,04/28/2020,Western Alliance Bank,NV-01
2312,ORGANIZATION,PPP_LOANS,12450,"e $150,000-350,000",INSULATION CONTRACTING & SUPPLY INC,2135 S CIMARRON RD,LAS VEGAS,NV,89117,238310.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/30/2020,City National Bank,NV-03
1113,ORGANIZATION,PPP_LOANS,9964,"d $350,000-1 million","NORTHCAP COMMERCIAL, LLC",400 S RAMPART BLVD STE 200,LAS VEGAS,NV,89145,531210.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,29.0,04/14/2020,City National Bank,NV-01
1032,ORGANIZATION,PPP_LOANS,9554,"d $350,000-1 million",MASTER BUILT CONSTRUCTION LLC.,"6077 S. Ft Apache Rd, Suite 110",LAS VEGAS,NV,89148,541330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15.0,04/28/2020,"Zions Bank, A Division of",NV-03
3301,ORGANIZATION,PPP_LOANS,16275,"e $150,000-350,000","TRISTAR CARPENTRY, LLC",2500 CHANDLER AVE STE 13,LAS VEGAS,NV,89120,238130.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
1694,ORGANIZATION,PPP_LOANS,11270,"e $150,000-350,000",BEDSSPREADS INC,2011 S Industrial rd,Las Vegas,NV,89102,812320.0,Corporation,Unanswered,Female Owned,Unanswered,,35.0,04/28/2020,"Zions Bank, A Division of",NV-01
2755,ORGANIZATION,PPP_LOANS,13447,"e $150,000-350,000",OMELET HOUSE INC,2160 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,89102,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
2887,ORGANIZATION,PPP_LOANS,15443,"e $150,000-350,000","PUEBLO ELECTRICAL SERVICES, INC.",2310 Highland Drive,Las Vegas,NV,89102,238210.0,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,26.0,04/28/2020,Clark County CU,NV-01
3063,ORGANIZATION,PPP_LOANS,15691,"e $150,000-350,000",SHIP MY ORDERS INC.,4031 Industrial Center Dr Ste 705,NORTH LAS VEGAS,NV,89030,488330.0,Corporation,Unanswered,Male Owned,Unanswered,,23.0,04/15/2020,Lexicon Bank,NV-01
1509,ORGANIZATION,PPP_LOANS,10707,"e $150,000-350,000",A TRACK-OUT SOLUTION LLC,2711 Rimbey St.,LAS VEGAS,NV,89115,562119.0,Limited  Liability Company(LLC),Hispanic,Female Owned,Non-Veteran,,7.0,04/28/2020,Lexicon Bank,NV-01
1717,ORGANIZATION,PPP_LOANS,11293,"e $150,000-350,000",BLACKSTONE ENTERPRISE INC,3901 W Charleston Blvd,Las Vegas,NV,89102,561499.0,Corporation,Unanswered,Female Owned,Non-Veteran,,17.0,05/03/2020,Cross River Bank,NV-01
1869,ORGANIZATION,PPP_LOANS,11539,"e $150,000-350,000","CONCEPTOS CONCRETE, INC",4780 W. Ann Rd. Suite 5-429,NORTH LAS VEGAS,NV,89031,238110.0,Corporation,Unanswered,Unanswered,Unanswered,,24.0,04/15/2020,"Zions Bank, A Division of",NV-04
1089,ORGANIZATION,PPP_LOANS,9766,"d $350,000-1 million","NEVADA COMMUNITY MANAGEMENT, LLC.",9500 W. Flamingo Rd.  Suite 204,LAS VEGAS,NV,89147,541611.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43.0,04/15/2020,"Zions Bank, A Division of",NV-03
887,ORGANIZATION,PPP_LOANS,9329,"d $350,000-1 million","INDO DESERT, LLC",9811 W CHARLESTON BLVD #2-534,LAS VEGAS,NV,89117,722330.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,217.0,05/03/2020,"Zions Bank, A Division of",NV-03
387,ORGANIZATION,PPP_LOANS,7805,c $1-2 million,"ROBERTS COMMUNICATIONS NETWORK, LLC",11411 Southern Highlands Pkwy Suite 180,LAS VEGAS,NV,89141,517311.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,94.0,04/07/2020,"Zions Bank, A Division of",NV-03
1446,ORGANIZATION,PPP_LOANS,10614,"d $350,000-1 million",WESTERN COMMERCIAL SERVICES LLC,2311 s Industrial,LAS VEGAS,NV,89102,922160.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,78.0,04/28/2020,Lexicon Bank,NV-01
